notch,notchdesc,srg,srgdesc,mcp,mcpdesc
y/a,(Lac;Ljava/lang/String;D)D,net/minecraft/command/CommandBase/func_110664_a,(Lnet/minecraft/command/ICommandSender;Ljava/lang/String;D)D,net/minecraft/command/CommandBase/parseDoubleWithMin,(Lnet/minecraft/command/ICommandSender;Ljava/lang/String;D)D
bpv/a,(Lbpw;)Z,net/minecraft/client/renderer/texture/Stitcher/func_94310_b,(Lnet/minecraft/client/renderer/texture/Stitcher$Holder;)Z,net/minecraft/client/renderer/texture/Stitcher/allocateSlot,(Lnet/minecraft/client/renderer/texture/Stitcher$Holder;)Z
bur/a,()Ljava/lang/Throwable;,net/minecraft/client/stream/NullStream/func_152937_a,()Ljava/lang/Throwable;,net/minecraft/client/stream/NullStream/func_152937_a,()Ljava/lang/Throwable;
ai/b,(Lac;[Ljava/lang/String;)V,net/minecraft/command/CommandClearInventory/func_71515_b,(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;)V,net/minecraft/command/CommandClearInventory/processCommand,(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;)V
ok/a,()I,net/minecraft/server/management/UserListOpsEntry/func_152644_a,()I,net/minecraft/server/management/UserListOpsEntry/func_152644_a,()I
k/b,(I)V,net/minecraft/crash/CrashReportCategory/func_85070_b,(I)V,net/minecraft/crash/CrashReportCategory/trimStackTraceEntriesFromBottom,(I)V
bbv/b,(FII)V,net/minecraft/client/gui/GuiIngame/func_130015_b,(FII)V,net/minecraft/client/gui/GuiIngame/func_130015_b,(FII)V
bcl/a,(IIIIII)Z,net/minecraft/client/gui/GuiOptionsRowList$Row/func_148278_a,(IIIIII)Z,net/minecraft/client/gui/GuiOptionsRowList$Row/mousePressed,(IIIIII)Z
cb/b,(Lac;[Ljava/lang/String;)V,net/minecraft/command/CommandWeather/func_71515_b,(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;)V,net/minecraft/command/CommandWeather/processCommand,(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;)V
ss/R,()Z,net/minecraft/entity/EntityHanging/func_70067_L,()Z,net/minecraft/entity/EntityHanging/canBeCollidedWith,()Z
wv/aD,()V,net/minecraft/entity/passive/EntityWolf/func_110147_ax,()V,net/minecraft/entity/passive/EntityWolf/applyEntityAttributes,()V
yl/b,(ZI)V,net/minecraft/entity/monster/EntitySkeleton/func_70628_a,(ZI)V,net/minecraft/entity/monster/EntitySkeleton/dropFewItems,(ZI)V
zk/a,(Lazu;)V,net/minecraft/entity/projectile/EntityThrowable/func_70184_a,(Lnet/minecraft/util/MovingObjectPosition;)V,net/minecraft/entity/projectile/EntityThrowable/onImpact,(Lnet/minecraft/util/MovingObjectPosition;)V
yv/a_,(Ladd;)V,net/minecraft/entity/passive/EntityVillager/func_110297_a_,(Lnet/minecraft/item/ItemStack;)V,net/minecraft/entity/passive/EntityVillager/func_110297_a_,(Lnet/minecraft/item/ItemStack;)V
bke/a,()I,net/minecraft/client/particle/EntityFireworkStarterFX/func_70537_b,()I,net/minecraft/client/particle/EntityFireworkStarterFX/getFXLayer,()I
amn/a,(ILjava/util/Random;)I,net/minecraft/block/BlockOre/func_149679_a,(ILjava/util/Random;)I,net/minecraft/block/BlockOre/quantityDroppedWithBonus,(ILjava/util/Random;)I
ya/b,(ZI)V,net/minecraft/entity/monster/EntityEnderman/func_70628_a,(ZI)V,net/minecraft/entity/monster/EntityEnderman/dropFewItems,(ZI)V
alq/a,(II)Lrf;,net/minecraft/block/BlockJukebox/func_149691_a,(II)Lnet/minecraft/util/IIcon;,net/minecraft/block/BlockJukebox/getIcon,(II)Lnet/minecraft/util/IIcon;
baj/b,(Lsv;D)Lazw;,net/minecraft/client/renderer/ActiveRenderInfo/func_74585_b,(Lnet/minecraft/entity/EntityLivingBase;D)Lnet/minecraft/util/Vec3;,net/minecraft/client/renderer/ActiveRenderInfo/projectViewFromEntity,(Lnet/minecraft/entity/EntityLivingBase;D)Lnet/minecraft/util/Vec3;
anl/a,(Lahl;III)V,net/minecraft/block/BlockSkull/func_149719_a,(Lnet/minecraft/world/IBlockAccess;III)V,net/minecraft/block/BlockSkull/setBlockBoundsBasedOnState,(Lnet/minecraft/world/IBlockAccess;III)V
ej/channelInactive,(Lio/netty/channel/ChannelHandlerContext;)V,net/minecraft/network/NetworkManager/channelInactive,(Lio/netty/channel/ChannelHandlerContext;)V,net/minecraft/network/NetworkManager/channelInactive,(Lio/netty/channel/ChannelHandlerContext;)V
aqk/b,(Lahb;Lapx;)V,net/minecraft/world/chunk/storage/AnvilChunkLoader/func_75819_b,(Lnet/minecraft/world/World;Lnet/minecraft/world/chunk/Chunk;)V,net/minecraft/world/chunk/storage/AnvilChunkLoader/saveExtraChunkData,(Lnet/minecraft/world/World;Lnet/minecraft/world/chunk/Chunk;)V
yw/b,(F)V,net/minecraft/entity/player/PlayerCapabilities/func_82877_b,(F)V,net/minecraft/entity/player/PlayerCapabilities/setPlayerWalkSpeed,(F)V
bpn/b,(Lbpi;)V,net/minecraft/client/shader/ShaderLinkHelper/func_148075_b,(Lnet/minecraft/client/shader/ShaderManager;)V,net/minecraft/client/shader/ShaderLinkHelper/func_148075_b,(Lnet/minecraft/client/shader/ShaderManager;)V
net/minecraft/realms/RealmsServerStatusPinger/pingServer,(Ljava/lang/String;Lnet/minecraft/realms/ServerPing;)V,net/minecraft/realms/RealmsServerStatusPinger/pingServer,(Ljava/lang/String;Lnet/minecraft/realms/ServerPing;)V,net/minecraft/realms/RealmsServerStatusPinger/pingServer,(Ljava/lang/String;Lnet/minecraft/realms/ServerPing;)V
bjb/a,(Lbjb;Lbao;)Lbao;,net/minecraft/client/network/NetHandlerPlayClient/access$002,(Lnet/minecraft/client/network/NetHandlerPlayClient;Lnet/minecraft/client/Minecraft;)Lnet/minecraft/client/Minecraft;,net/minecraft/client/network/NetHandlerPlayClient/access$002,(Lnet/minecraft/client/network/NetHandlerPlayClient;Lnet/minecraft/client/Minecraft;)Lnet/minecraft/client/Minecraft;
bpn/a,(Lbpi;)V,net/minecraft/client/shader/ShaderLinkHelper/func_148077_a,(Lnet/minecraft/client/shader/ShaderManager;)V,net/minecraft/client/shader/ShaderLinkHelper/func_148077_a,(Lnet/minecraft/client/shader/ShaderManager;)V
bui/getStreamInfoCallback,(Ltv/twitch/ErrorCode;Ltv/twitch/broadcast/StreamInfo;)V,net/minecraft/client/stream/IngestServerTester/getStreamInfoCallback,(Ltv/twitch/ErrorCode;Ltv/twitch/broadcast/StreamInfo;)V,net/minecraft/client/stream/IngestServerTester/getStreamInfoCallback,(Ltv/twitch/ErrorCode;Ltv/twitch/broadcast/StreamInfo;)V
ayr/a,(Ljava/lang/String;Ljava/lang/String;)V,net/minecraft/world/storage/SaveFormatOld/func_75806_a,(Ljava/lang/String;Ljava/lang/String;)V,net/minecraft/world/storage/SaveFormatOld/renameWorld,(Ljava/lang/String;Ljava/lang/String;)V
wt/j,(I)I,net/minecraft/entity/monster/EntityIronGolem/func_70682_h,(I)I,net/minecraft/entity/monster/EntityIronGolem/decreaseAirSupply,(I)I
jh/b,()Ljava/lang/String;,net/minecraft/network/play/client/C13PacketPlayerAbilities/func_148835_b,()Ljava/lang/String;,net/minecraft/network/play/client/C13PacketPlayerAbilities/serialize,()Ljava/lang/String;
on/getActualTypeArguments,()[Ljava/lang/reflect/Type;,net/minecraft/server/management/UserList$1/getActualTypeArguments,()[Ljava/lang/reflect/Type;,net/minecraft/server/management/UserList$1/getActualTypeArguments,()[Ljava/lang/reflect/Type;
bjb/a,(Lgo;)V,net/minecraft/client/network/NetHandlerPlayClient/func_147241_a,(Lnet/minecraft/network/play/server/S30PacketWindowItems;)V,net/minecraft/client/network/NetHandlerPlayClient/handleWindowItems,(Lnet/minecraft/network/play/server/S30PacketWindowItems;)V
ln/compare,(Ljava/lang/Object;Ljava/lang/Object;)I,net/minecraft/server/management/PlayerPositionComparator/compare,(Ljava/lang/Object;Ljava/lang/Object;)I,net/minecraft/server/management/PlayerPositionComparator/compare,(Ljava/lang/Object;Ljava/lang/Object;)I
iq/c,()Ljava/lang/String;,net/minecraft/network/play/client/C14PacketTabComplete/func_149419_c,()Ljava/lang/String;,net/minecraft/network/play/client/C14PacketTabComplete/func_149419_c,()Ljava/lang/String;
bjb/a,(Lfx;)V,net/minecraft/client/network/NetHandlerPlayClient/func_147286_a,(Lnet/minecraft/network/play/server/S11PacketSpawnExperienceOrb;)V,net/minecraft/client/network/NetHandlerPlayClient/handleSpawnExperienceOrb,(Lnet/minecraft/network/play/server/S11PacketSpawnExperienceOrb;)V
apu/a,(Lsx;III)Ljava/util/List;,net/minecraft/world/chunk/IChunkProvider/func_73155_a,(Lnet/minecraft/entity/EnumCreatureType;III)Ljava/util/List;,net/minecraft/world/chunk/IChunkProvider/getPossibleCreatures,(Lnet/minecraft/entity/EnumCreatureType;III)Ljava/util/List;
agy/b,(Ljava/lang/String;)Z,net/minecraft/world/GameRules/func_82766_b,(Ljava/lang/String;)Z,net/minecraft/world/GameRules/getGameRuleBooleanValue,(Ljava/lang/String;)Z
ho/c,()Ljava/lang/String;,net/minecraft/network/play/server/S38PacketPlayerListItem/func_149122_c,()Ljava/lang/String;,net/minecraft/network/play/server/S38PacketPlayerListItem/func_149122_c,()Ljava/lang/String;
bjb/a,(Lhf;)V,net/minecraft/client/network/NetHandlerPlayClient/func_147259_a,(Lnet/minecraft/network/play/server/S14PacketEntity;)V,net/minecraft/client/network/NetHandlerPlayClient/handleEntityMovement,(Lnet/minecraft/network/play/server/S14PacketEntity;)V
m/a,()Ljava/lang/String;,net/minecraft/crash/CrashReportCategory$2/call,()Ljava/lang/String;,net/minecraft/crash/CrashReportCategory$2/call,()Ljava/lang/String;
bjb/a,(Lgz;)V,net/minecraft/client/network/NetHandlerPlayClient/func_147269_a,(Lnet/minecraft/network/play/server/S26PacketMapChunkBulk;)V,net/minecraft/client/network/NetHandlerPlayClient/handleMapChunkBulk,(Lnet/minecraft/network/play/server/S26PacketMapChunkBulk;)V
axn/b,(IIII)I,net/minecraft/world/gen/layer/GenLayer/func_151617_b,(IIII)I,net/minecraft/world/gen/layer/GenLayer/selectModeOrRandom,(IIII)I
bje/a,(Lyz;Lahb;Ladd;)Z,net/minecraft/client/multiplayer/PlayerControllerMP/func_78769_a,(Lnet/minecraft/entity/player/EntityPlayer;Lnet/minecraft/world/World;Lnet/minecraft/item/ItemStack;)Z,net/minecraft/client/multiplayer/PlayerControllerMP/sendUseItem,(Lnet/minecraft/entity/player/EntityPlayer;Lnet/minecraft/world/World;Lnet/minecraft/item/ItemStack;)Z
apb/a_,(I)Ladd;,net/minecraft/tileentity/TileEntityDispenser/func_70304_b,(I)Lnet/minecraft/item/ItemStack;,net/minecraft/tileentity/TileEntityDispenser/getStackInSlotOnClosing,(I)Lnet/minecraft/item/ItemStack;
hz/b,()Ljava/lang/String;,net/minecraft/network/play/server/S04PacketEntityEquipment/func_148835_b,()Ljava/lang/String;,net/minecraft/network/play/server/S04PacketEntityEquipment/serialize,()Ljava/lang/String;
agy/e,(Ljava/lang/String;)Z,net/minecraft/world/GameRules/func_82765_e,(Ljava/lang/String;)Z,net/minecraft/world/GameRules/hasRule,(Ljava/lang/String;)Z
nx/c,(Ljava/net/SocketAddress;)Ljava/lang/String;,net/minecraft/server/management/BanList/func_152707_c,(Ljava/net/SocketAddress;)Ljava/lang/String;,net/minecraft/server/management/BanList/func_152707_c,(Ljava/net/SocketAddress;)Ljava/lang/String;
avs/a,(Lahb;Ljava/util/Random;Lasv;)Z,net/minecraft/world/gen/structure/StructureVillagePieces$Field2/func_74875_a,(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;)Z,net/minecraft/world/gen/structure/StructureVillagePieces$Field2/addComponentParts,(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;)Z
bfl/b,(Labt;)V,net/minecraft/client/gui/inventory/GuiContainerCreative/func_147050_b,(Lnet/minecraft/creativetab/CreativeTabs;)V,net/minecraft/client/gui/inventory/GuiContainerCreative/setCurrentCreativeTab,(Lnet/minecraft/creativetab/CreativeTabs;)V
ahb/e,(Lazt;)Z,net/minecraft/world/World/func_147470_e,(Lnet/minecraft/util/AxisAlignedBB;)Z,net/minecraft/world/World/func_147470_e,(Lnet/minecraft/util/AxisAlignedBB;)Z
bfl/a,(Labt;)V,net/minecraft/client/gui/inventory/GuiContainerCreative/func_147051_a,(Lnet/minecraft/creativetab/CreativeTabs;)V,net/minecraft/client/gui/inventory/GuiContainerCreative/func_147051_a,(Lnet/minecraft/creativetab/CreativeTabs;)V
fn/e,(Ljava/lang/Boolean;)Lfn;,net/minecraft/util/ChatStyle/func_150237_e,(Ljava/lang/Boolean;)Lnet/minecraft/util/ChatStyle;,net/minecraft/util/ChatStyle/setObfuscated,(Ljava/lang/Boolean;)Lnet/minecraft/util/ChatStyle;
fz/n,()B,net/minecraft/network/play/server/S0FPacketSpawnMob/func_149032_n,()B,net/minecraft/network/play/server/S0FPacketSpawnMob/func_149032_n,()B
zr/a,(Lacx;Ladd;)V,net/minecraft/util/FoodStats/func_151686_a,(Lnet/minecraft/item/ItemFood;Lnet/minecraft/item/ItemStack;)V,net/minecraft/util/FoodStats/func_151686_a,(Lnet/minecraft/item/ItemFood;Lnet/minecraft/item/ItemStack;)V
brg/b,(Lbqx;)Ljava/util/List;,net/minecraft/client/resources/SimpleReloadableResourceManager/func_135056_b,(Lnet/minecraft/util/ResourceLocation;)Ljava/util/List;,net/minecraft/client/resources/SimpleReloadableResourceManager/getAllResources,(Lnet/minecraft/util/ResourceLocation;)Ljava/util/List;
afq/a,(ILsz;)F,net/minecraft/enchantment/EnchantmentDamage/func_152376_a,(ILnet/minecraft/entity/EnumCreatureAttribute;)F,net/minecraft/enchantment/EnchantmentDamage/func_152376_a,(ILnet/minecraft/entity/EnumCreatureAttribute;)F
iu/h,()Z,net/minecraft/network/play/client/C15PacketClientSettings/func_149519_h,()Z,net/minecraft/network/play/client/C15PacketClientSettings/func_149519_h,()Z
zu/b,(Lzu;)I,net/minecraft/inventory/ContainerRepair/access$100,(Lnet/minecraft/inventory/ContainerRepair;)I,net/minecraft/inventory/ContainerRepair/access$100,(Lnet/minecraft/inventory/ContainerRepair;)I
ahb/d,(Lazt;)Z,net/minecraft/world/World/func_72953_d,(Lnet/minecraft/util/AxisAlignedBB;)Z,net/minecraft/world/World/isAnyLiquid,(Lnet/minecraft/util/AxisAlignedBB;)Z
fn/d,(Ljava/lang/Boolean;)Lfn;,net/minecraft/util/ChatStyle/func_150228_d,(Ljava/lang/Boolean;)Lnet/minecraft/util/ChatStyle;,net/minecraft/util/ChatStyle/setUnderlined,(Ljava/lang/Boolean;)Lnet/minecraft/util/ChatStyle;
iq/b,()Ljava/lang/String;,net/minecraft/network/play/client/C14PacketTabComplete/func_148835_b,()Ljava/lang/String;,net/minecraft/network/play/client/C14PacketTabComplete/serialize,()Ljava/lang/String;
bjb/a,(Lgd;)V,net/minecraft/client/network/NetHandlerPlayClient/func_147293_a,(Lnet/minecraft/network/play/server/S37PacketStatistics;)V,net/minecraft/client/network/NetHandlerPlayClient/handleStatistics,(Lnet/minecraft/network/play/server/S37PacketStatistics;)V
wv/bB,()I,net/minecraft/entity/passive/EntityWolf/func_70641_bl,()I,net/minecraft/entity/passive/EntityWolf/getMaxSpawnedInChunk,()I
bpo/k,()V,net/minecraft/client/shader/ShaderUniform/func_148082_k,()V,net/minecraft/client/shader/ShaderUniform/func_148082_k,()V
aph/x,()D,net/minecraft/tileentity/IHopper/func_96107_aA,()D,net/minecraft/tileentity/IHopper/getXPos,()D
fz/l,()B,net/minecraft/network/play/server/S0FPacketSpawnMob/func_149028_l,()B,net/minecraft/network/play/server/S0FPacketSpawnMob/func_149028_l,()B
abt/k,()Labt;,net/minecraft/creativetab/CreativeTabs/func_78022_j,()Lnet/minecraft/creativetab/CreativeTabs;,net/minecraft/creativetab/CreativeTabs/setNoScrollbar,()Lnet/minecraft/creativetab/CreativeTabs;
ass/b,()Ljava/util/Map;,net/minecraft/world/gen/FlatGeneratorInfo/func_82644_b,()Ljava/util/Map;,net/minecraft/world/gen/FlatGeneratorInfo/getWorldFeatures,()Ljava/util/Map;
azo/a,(Lays;Ldh;)V,net/minecraft/world/storage/SaveHandlerMP/func_75755_a,(Lnet/minecraft/world/storage/WorldInfo;Lnet/minecraft/nbt/NBTTagCompound;)V,net/minecraft/world/storage/SaveHandlerMP/saveWorldInfoWithPlayer,(Lnet/minecraft/world/storage/WorldInfo;Lnet/minecraft/nbt/NBTTagCompound;)V
ya/f,(Lyz;)Z,net/minecraft/entity/monster/EntityEnderman/func_70821_d,(Lnet/minecraft/entity/player/EntityPlayer;)Z,net/minecraft/entity/monster/EntityEnderman/shouldAttackPlayer,(Lnet/minecraft/entity/player/EntityPlayer;)Z
bll/a,(Lro;F)Z,net/minecraft/client/entity/EntityOtherPlayerMP/func_70097_a,(Lnet/minecraft/util/DamageSource;F)Z,net/minecraft/client/entity/EntityOtherPlayerMP/attackEntityFrom,(Lnet/minecraft/util/DamageSource;F)Z
api/l_,()V,net/minecraft/tileentity/TileEntityHopper/func_70305_f,()V,net/minecraft/tileentity/TileEntityHopper/closeInventory,()V
fn/c,(Ljava/lang/Boolean;)Lfn;,net/minecraft/util/ChatStyle/func_150225_c,(Ljava/lang/Boolean;)Lnet/minecraft/util/ChatStyle;,net/minecraft/util/ChatStyle/setStrikethrough,(Ljava/lang/Boolean;)Lnet/minecraft/util/ChatStyle;
aoq/x,()V,net/minecraft/tileentity/TileEntityBeacon/func_146000_x,()V,net/minecraft/tileentity/TileEntityBeacon/func_146000_x,()V
fz/m,()B,net/minecraft/network/play/server/S0FPacketSpawnMob/func_149030_m,()B,net/minecraft/network/play/server/S0FPacketSpawnMob/func_149030_m,()B
iu/f,()Z,net/minecraft/network/play/client/C15PacketClientSettings/func_149520_f,()Z,net/minecraft/network/play/client/C15PacketClientSettings/func_149520_f,()Z
bly/a,(Lbmh;FFFFIIF)V,net/minecraft/client/renderer/ItemRenderer/func_78439_a,(Lnet/minecraft/client/renderer/Tessellator;FFFFIIF)V,net/minecraft/client/renderer/ItemRenderer/renderItemIn2D,(Lnet/minecraft/client/renderer/Tessellator;FFFFIIF)V
qh/c,(I)I,net/minecraft/util/MathHelper/func_151239_c,(I)I,net/minecraft/util/MathHelper/calculateLogBaseTwo,(I)I
blo/a,(III)V,net/minecraft/client/renderer/WorldRenderer/func_78913_a,(III)V,net/minecraft/client/renderer/WorldRenderer/setPosition,(III)V
fn/b,(Ljava/lang/Boolean;)Lfn;,net/minecraft/util/ChatStyle/func_150217_b,(Ljava/lang/Boolean;)Lnet/minecraft/util/ChatStyle;,net/minecraft/util/ChatStyle/setItalic,(Ljava/lang/Boolean;)Lnet/minecraft/util/ChatStyle;
awb/a,(Lawa;Ljava/util/List;Ljava/util/Random;IIII)Lasv;,net/minecraft/world/gen/structure/StructureVillagePieces$Path/func_74933_a,(Lnet/minecraft/world/gen/structure/StructureVillagePieces$Start;Ljava/util/List;Ljava/util/Random;IIII)Lnet/minecraft/world/gen/structure/StructureBoundingBox;,net/minecraft/world/gen/structure/StructureVillagePieces$Path/func_74933_a,(Lnet/minecraft/world/gen/structure/StructureVillagePieces$Start;Ljava/util/List;Ljava/util/Random;IIII)Lnet/minecraft/world/gen/structure/StructureBoundingBox;
fk/a,(Lcom/google/gson/JsonElement;Ljava/lang/reflect/Type;Lcom/google/gson/JsonDeserializationContext;)Lfj;,net/minecraft/util/IChatComponent$Serializer/deserialize,(Lcom/google/gson/JsonElement;Ljava/lang/reflect/Type;Lcom/google/gson/JsonDeserializationContext;)Lnet/minecraft/util/IChatComponent;,net/minecraft/util/IChatComponent$Serializer/deserialize,(Lcom/google/gson/JsonElement;Ljava/lang/reflect/Type;Lcom/google/gson/JsonDeserializationContext;)Lnet/minecraft/util/IChatComponent;
gb/b,()Ljava/lang/String;,net/minecraft/network/play/server/S0CPacketSpawnPlayer/func_148835_b,()Ljava/lang/String;,net/minecraft/network/play/server/S0CPacketSpawnPlayer/serialize,()Ljava/lang/String;
aqo/a,(JF)F,net/minecraft/world/WorldProvider/func_76563_a,(JF)F,net/minecraft/world/WorldProvider/calculateCelestialAngle,(JF)F
xl/g,(Lsa;)V,net/minecraft/entity/item/EntityMinecart/func_70108_f,(Lnet/minecraft/entity/Entity;)V,net/minecraft/entity/item/EntityMinecart/applyEntityCollision,(Lnet/minecraft/entity/Entity;)V
aoq/y,()V,net/minecraft/tileentity/TileEntityBeacon/func_146003_y,()V,net/minecraft/tileentity/TileEntityBeacon/func_146003_y,()V
bq/a,(Lac;)Z,net/minecraft/command/CommandShowSeed/func_71519_b,(Lnet/minecraft/command/ICommandSender;)Z,net/minecraft/command/CommandShowSeed/canCommandSenderUseCommand,(Lnet/minecraft/command/ICommandSender;)Z
qh/b,(I)I,net/minecraft/util/MathHelper/func_151236_b,(I)I,net/minecraft/util/MathHelper/roundUpToPowerOfTwo,(I)I
mw/a,(III)Lza;,net/minecraft/entity/player/EntityPlayerMP/func_71018_a,(III)Lnet/minecraft/entity/player/EntityPlayer$EnumStatus;,net/minecraft/entity/player/EntityPlayerMP/sleepInBedAt,(III)Lnet/minecraft/entity/player/EntityPlayer$EnumStatus;
abt/i,()Labt;,net/minecraft/creativetab/CreativeTabs/func_78014_h,()Lnet/minecraft/creativetab/CreativeTabs;,net/minecraft/creativetab/CreativeTabs/setNoTitle,()Lnet/minecraft/creativetab/CreativeTabs;
fz/j,()I,net/minecraft/network/play/server/S0FPacketSpawnMob/func_149033_j,()I,net/minecraft/network/play/server/S0FPacketSpawnMob/func_149033_j,()I
fn/a,(Ljava/lang/Boolean;)Lfn;,net/minecraft/util/ChatStyle/func_150227_a,(Ljava/lang/Boolean;)Lnet/minecraft/util/ChatStyle;,net/minecraft/util/ChatStyle/setBold,(Ljava/lang/Boolean;)Lnet/minecraft/util/ChatStyle;
kb/c,()Lkf;,net/minecraft/network/ServerStatusResponse/func_151322_c,()Lnet/minecraft/network/ServerStatusResponse$MinecraftProtocolVersionIdentifier;,net/minecraft/network/ServerStatusResponse/func_151322_c,()Lnet/minecraft/network/ServerStatusResponse$MinecraftProtocolVersionIdentifier;
ard/a,(I)F,net/minecraft/world/gen/feature/WorldGenBigTree/func_76490_a,(I)F,net/minecraft/world/gen/feature/WorldGenBigTree/layerSize,(I)F
