notch,srg,mcp
pt,net/minecraft/util/CryptManager,net/minecraft/util/CryptManager
bqt,net/minecraft/client/resources/FoliageColorReloadListener,net/minecraft/client/resources/FoliageColorReloadListener
pu,net/minecraft/util/JsonUtils,net/minecraft/util/JsonUtils
bqs,net/minecraft/client/resources/FolderResourcePack,net/minecraft/client/resources/FolderResourcePack
bqv,net/minecraft/client/resources/IReloadableResourceManager,net/minecraft/client/resources/IReloadableResourceManager
pv,net/minecraft/util/HttpUtil,net/minecraft/util/HttpUtil
bqu,net/minecraft/client/resources/GrassColorReloadListener,net/minecraft/client/resources/GrassColorReloadListener
pw,net/minecraft/util/HttpUtil$1,net/minecraft/util/HttpUtil$1
bqx,net/minecraft/util/ResourceLocation,net/minecraft/util/ResourceLocation
px,net/minecraft/util/HttpUtil$DownloadListener,net/minecraft/util/HttpUtil$DownloadListener
bqw,net/minecraft/client/resources/IResource,net/minecraft/client/resources/IResource
py,net/minecraft/server/management/LowerStringMap,net/minecraft/server/management/LowerStringMap
pz,net/minecraft/util/IntHashMap,net/minecraft/util/IntHashMap
bqz,net/minecraft/client/resources/IResourceManagerReloadListener,net/minecraft/client/resources/IResourceManagerReloadListener
bqy,net/minecraft/client/resources/IResourceManager,net/minecraft/client/resources/IResourceManager
qa,net/minecraft/util/IntHashMap$Entry,net/minecraft/util/IntHashMap$Entry
bra,net/minecraft/client/resources/IResourcePack,net/minecraft/client/resources/IResourcePack
brc,net/minecraft/client/resources/ResourcePackRepository,net/minecraft/client/resources/ResourcePackRepository
qc,net/minecraft/util/ThreadSafeBoundList,net/minecraft/util/ThreadSafeBoundList
brb,net/minecraft/client/resources/ResourcePackFileNotFoundException,net/minecraft/client/resources/ResourcePackFileNotFoundException
qd,net/minecraft/util/LongHashMap,net/minecraft/util/LongHashMap
qe,net/minecraft/util/LongHashMap$Entry,net/minecraft/util/LongHashMap$Entry
bre,net/minecraft/client/resources/ResourcePackRepository$2,net/minecraft/client/resources/ResourcePackRepository$2
qf,net/minecraft/util/EnumTypeAdapterFactory,net/minecraft/util/EnumTypeAdapterFactory
brd,net/minecraft/client/resources/ResourcePackRepository$1,net/minecraft/client/resources/ResourcePackRepository$1
qg,net/minecraft/util/EnumTypeAdapterFactory$1,net/minecraft/util/EnumTypeAdapterFactory$1
brg,net/minecraft/client/resources/SimpleReloadableResourceManager,net/minecraft/client/resources/SimpleReloadableResourceManager
brf,net/minecraft/client/resources/ResourcePackRepository$Entry,net/minecraft/client/resources/ResourcePackRepository$Entry
qh,net/minecraft/util/MathHelper,net/minecraft/util/MathHelper
qi,net/minecraft/profiler/Profiler,net/minecraft/profiler/Profiler
bri,net/minecraft/client/resources/SimpleResource,net/minecraft/client/resources/SimpleResource
qj,net/minecraft/profiler/Profiler$Result,net/minecraft/profiler/Profiler$Result
brh,net/minecraft/client/resources/SimpleReloadableResourceManager$1,net/minecraft/client/resources/SimpleReloadableResourceManager$1
qk,net/minecraft/util/IProgressUpdate,net/minecraft/util/IProgressUpdate
brk,net/minecraft/client/resources/SkinManager$1,net/minecraft/client/resources/SkinManager$1
brj,net/minecraft/client/resources/SkinManager,net/minecraft/client/resources/SkinManager
brm,net/minecraft/client/resources/SkinManager$3,net/minecraft/client/resources/SkinManager$3
qm,net/minecraft/util/MouseFilter,net/minecraft/util/MouseFilter
brl,net/minecraft/client/resources/SkinManager$2,net/minecraft/client/resources/SkinManager$2
qn,net/minecraft/util/StringUtils,net/minecraft/util/StringUtils
bro,net/minecraft/client/resources/SkinManager$SkinAvailableCallback,net/minecraft/client/resources/SkinManager$SkinAvailableCallback
brn,net/minecraft/client/resources/SkinManager$3$1,net/minecraft/client/resources/SkinManager$3$1
brq,net/minecraft/client/resources/Language,net/minecraft/client/resources/Language
brp,net/minecraft/client/resources/I18n,net/minecraft/client/resources/I18n
brs,net/minecraft/client/resources/Locale,net/minecraft/client/resources/Locale
brr,net/minecraft/client/resources/LanguageManager,net/minecraft/client/resources/LanguageManager
qu,net/minecraft/util/Tuple,net/minecraft/util/Tuple
bru,net/minecraft/client/resources/data/IMetadataSection,net/minecraft/client/resources/data/IMetadataSection
brt,net/minecraft/client/resources/data/BaseMetadataSectionSerializer,net/minecraft/client/resources/data/BaseMetadataSectionSerializer
qv,net/minecraft/util/WeightedRandom,net/minecraft/util/WeightedRandom
qw,net/minecraft/util/WeightedRandom$Item,net/minecraft/util/WeightedRandom$Item
brw,net/minecraft/client/resources/data/IMetadataSerializer,net/minecraft/client/resources/data/IMetadataSerializer
qx,net/minecraft/util/WeightedRandomChestContent,net/minecraft/util/WeightedRandomChestContent
brv,net/minecraft/client/resources/data/IMetadataSectionSerializer,net/minecraft/client/resources/data/IMetadataSectionSerializer
bry,net/minecraft/client/resources/data/IMetadataSerializer$Registration,net/minecraft/client/resources/data/IMetadataSerializer$Registration
brx,net/minecraft/client/resources/data/IMetadataSerializer$1,net/minecraft/client/resources/data/IMetadataSerializer$1
brz,net/minecraft/client/resources/data/AnimationFrame,net/minecraft/client/resources/data/AnimationFrame
ra,net/minecraft/inventory/InventoryLargeChest,net/minecraft/inventory/InventoryLargeChest
rb,net/minecraft/inventory/IInventory,net/minecraft/inventory/IInventory
bsb,net/minecraft/client/resources/data/AnimationMetadataSectionSerializer,net/minecraft/client/resources/data/AnimationMetadataSectionSerializer
bsa,net/minecraft/client/resources/data/AnimationMetadataSection,net/minecraft/client/resources/data/AnimationMetadataSection
rc,net/minecraft/inventory/IInvBasic,net/minecraft/inventory/IInvBasic
rd,net/minecraft/world/EnumDifficulty,net/minecraft/world/EnumDifficulty
bsd,net/minecraft/client/resources/data/FontMetadataSectionSerializer,net/minecraft/client/resources/data/FontMetadataSectionSerializer
re,net/minecraft/client/renderer/IconFlipped,net/minecraft/client/renderer/IconFlipped
bsc,net/minecraft/client/resources/data/FontMetadataSection,net/minecraft/client/resources/data/FontMetadataSection
bsf,net/minecraft/client/resources/data/LanguageMetadataSectionSerializer,net/minecraft/client/resources/data/LanguageMetadataSectionSerializer
rf,net/minecraft/util/IIcon,net/minecraft/util/IIcon
rg,net/minecraft/client/renderer/texture/IIconRegister,net/minecraft/client/renderer/texture/IIconRegister
bse,net/minecraft/client/resources/data/LanguageMetadataSection,net/minecraft/client/resources/data/LanguageMetadataSection
bsh,net/minecraft/client/resources/data/PackMetadataSectionSerializer,net/minecraft/client/resources/data/PackMetadataSectionSerializer
rh,net/minecraft/inventory/InventoryBasic,net/minecraft/inventory/InventoryBasic
ri,net/minecraft/profiler/PlayerUsageSnooper,net/minecraft/profiler/PlayerUsageSnooper
bsg,net/minecraft/client/resources/data/PackMetadataSection,net/minecraft/client/resources/data/PackMetadataSection
rj,net/minecraft/profiler/PlayerUsageSnooper$1,net/minecraft/profiler/PlayerUsageSnooper$1
bsj,net/minecraft/client/resources/data/TextureMetadataSectionSerializer,net/minecraft/client/resources/data/TextureMetadataSectionSerializer
bsi,net/minecraft/client/resources/data/TextureMetadataSection,net/minecraft/client/resources/data/TextureMetadataSection
rk,net/minecraft/profiler/IPlayerUsage,net/minecraft/profiler/IPlayerUsage
rl,net/minecraft/inventory/ISidedInventory,net/minecraft/inventory/ISidedInventory
bsl,net/minecraft/client/audio/MovingSound,net/minecraft/client/audio/MovingSound
rm,net/minecraft/util/CombatEntry,net/minecraft/util/CombatEntry
bsk,net/minecraft/client/audio/PositionedSound,net/minecraft/client/audio/PositionedSound
rn,net/minecraft/util/CombatTracker,net/minecraft/util/CombatTracker
bsn,net/minecraft/client/audio/MovingSoundMinecartRiding,net/minecraft/client/audio/MovingSoundMinecartRiding
ro,net/minecraft/util/DamageSource,net/minecraft/util/DamageSource
bsm,net/minecraft/client/audio/MovingSoundMinecart,net/minecraft/client/audio/MovingSoundMinecart
bsp,net/minecraft/client/audio/SoundList,net/minecraft/client/audio/SoundList
rp,net/minecraft/util/EntityDamageSource,net/minecraft/util/EntityDamageSource
bso,net/minecraft/client/audio/PositionedSoundRecord,net/minecraft/client/audio/PositionedSoundRecord
rq,net/minecraft/util/EntityDamageSourceIndirect,net/minecraft/util/EntityDamageSourceIndirect
rr,net/minecraft/potion/PotionAbsoption,net/minecraft/potion/PotionAbsoption
bsr,net/minecraft/client/audio/SoundList$SoundEntry$Type,net/minecraft/client/audio/SoundList$SoundEntry$Type
rs,net/minecraft/potion/PotionAttackDamage,net/minecraft/potion/PotionAttackDamage
bsq,net/minecraft/client/audio/SoundList$SoundEntry,net/minecraft/client/audio/SoundList$SoundEntry
rt,net/minecraft/potion/PotionHealthBoost,net/minecraft/potion/PotionHealthBoost
bst,net/minecraft/client/audio/ISound,net/minecraft/client/audio/ISound
bss,net/minecraft/client/audio/SoundListSerializer,net/minecraft/client/audio/SoundListSerializer
ru,net/minecraft/potion/PotionHealth,net/minecraft/potion/PotionHealth
rv,net/minecraft/potion/Potion,net/minecraft/potion/Potion
bsv,net/minecraft/client/audio/ITickableSound,net/minecraft/client/audio/ITickableSound
rw,net/minecraft/potion/PotionEffect,net/minecraft/potion/PotionEffect
bsu,net/minecraft/client/audio/ISound$AttenuationType,net/minecraft/client/audio/ISound$AttenuationType
rx,net/minecraft/entity/EntityAgeable,net/minecraft/entity/EntityAgeable
bsx,net/minecraft/server/integrated/IntegratedServer,net/minecraft/server/integrated/IntegratedServer
bsw,net/minecraft/server/integrated/IntegratedPlayerList,net/minecraft/server/integrated/IntegratedPlayerList
ry,net/minecraft/entity/passive/IAnimals,net/minecraft/entity/passive/IAnimals
bsz,net/minecraft/server/integrated/IntegratedServer$2,net/minecraft/server/integrated/IntegratedServer$2
bsy,net/minecraft/server/integrated/IntegratedServer$1,net/minecraft/server/integrated/IntegratedServer$1
sa,net/minecraft/entity/Entity,net/minecraft/entity/Entity
bta,net/minecraft/client/network/LanServerDetector,net/minecraft/client/network/LanServerDetector
sb,net/minecraft/entity/Entity$1,net/minecraft/entity/Entity$1
sc,net/minecraft/entity/Entity$2,net/minecraft/entity/Entity$2
btc,net/minecraft/client/network/LanServerDetector$ThreadLanServerFind,net/minecraft/client/network/LanServerDetector$ThreadLanServerFind
sd,net/minecraft/entity/Entity$SwitchEnumEntitySize,net/minecraft/entity/Entity$SwitchEnumEntitySize
btb,net/minecraft/client/network/LanServerDetector$LanServer,net/minecraft/client/network/LanServerDetector$LanServer
se,net/minecraft/entity/Entity$EnumEntitySize,net/minecraft/entity/Entity$EnumEntitySize
bte,net/minecraft/client/multiplayer/ThreadLanServerPing,net/minecraft/client/multiplayer/ThreadLanServerPing
btd,net/minecraft/client/network/LanServerDetector$LanServerList,net/minecraft/client/network/LanServerDetector$LanServerList
sg,net/minecraft/entity/EntityList,net/minecraft/entity/EntityList
btg,net/minecraft/client/audio/MusicTicker,net/minecraft/client/audio/MusicTicker
sh,net/minecraft/entity/EntityList$EntityEggInfo,net/minecraft/entity/EntityList$EntityEggInfo
bti,net/minecraft/client/audio/SoundPoolEntry,net/minecraft/client/audio/SoundPoolEntry
sj,net/minecraft/command/IEntitySelector,net/minecraft/command/IEntitySelector
bth,net/minecraft/client/audio/MusicTicker$MusicType,net/minecraft/client/audio/MusicTicker$MusicType
sk,net/minecraft/command/IEntitySelector$1,net/minecraft/command/IEntitySelector$1
btk,net/minecraft/client/audio/SoundManager$1,net/minecraft/client/audio/SoundManager$1
sl,net/minecraft/command/IEntitySelector$2,net/minecraft/command/IEntitySelector$2
btj,net/minecraft/client/audio/SoundManager,net/minecraft/client/audio/SoundManager
sm,net/minecraft/command/IEntitySelector$3,net/minecraft/command/IEntitySelector$3
btm,net/minecraft/client/audio/SoundManager$2$1,net/minecraft/client/audio/SoundManager$2$1
btl,net/minecraft/client/audio/SoundManager$2,net/minecraft/client/audio/SoundManager$2
bto,net/minecraft/client/audio/SoundEventAccessorComposite,net/minecraft/client/audio/SoundEventAccessorComposite
btn,net/minecraft/client/audio/SoundManager$SoundSystemStarterThread,net/minecraft/client/audio/SoundManager$SoundSystemStarterThread
sp,net/minecraft/command/IEntitySelector$ArmoredMob,net/minecraft/command/IEntitySelector$ArmoredMob
sq,net/minecraft/entity/item/EntityXPOrb,net/minecraft/entity/item/EntityXPOrb
btq,net/minecraft/client/audio/SoundHandler$1,net/minecraft/client/audio/SoundHandler$1
sr,net/minecraft/entity/EntityFlying,net/minecraft/entity/EntityFlying
btp,net/minecraft/client/audio/SoundHandler,net/minecraft/client/audio/SoundHandler
bts,net/minecraft/client/audio/SoundHandler$SwitchType,net/minecraft/client/audio/SoundHandler$SwitchType
ss,net/minecraft/entity/EntityHanging,net/minecraft/entity/EntityHanging
btr,net/minecraft/client/audio/SoundHandler$2,net/minecraft/client/audio/SoundHandler$2
st,net/minecraft/entity/item/EntityItemFrame,net/minecraft/entity/item/EntityItemFrame
su,net/minecraft/entity/EntityLeashKnot,net/minecraft/entity/EntityLeashKnot
btu,net/minecraft/client/audio/ISoundEventAccessor,net/minecraft/client/audio/ISoundEventAccessor
sv,net/minecraft/entity/EntityLivingBase,net/minecraft/entity/EntityLivingBase
btt,net/minecraft/client/audio/SoundRegistry,net/minecraft/client/audio/SoundRegistry
sw,net/minecraft/entity/EntityLiving,net/minecraft/entity/EntityLiving
btw,net/minecraft/client/stream/MetadataAchievement,net/minecraft/client/stream/MetadataAchievement
btv,net/minecraft/client/audio/SoundEventAccessor,net/minecraft/client/audio/SoundEventAccessor
sx,net/minecraft/entity/EnumCreatureType,net/minecraft/entity/EnumCreatureType
sy,net/minecraft/entity/IEntityLivingData,net/minecraft/entity/IEntityLivingData
sz,net/minecraft/entity/EnumCreatureAttribute,net/minecraft/entity/EnumCreatureAttribute
btz,net/minecraft/client/stream/Metadata,net/minecraft/client/stream/Metadata
ta,net/minecraft/entity/IEntityOwnable,net/minecraft/entity/IEntityOwnable
bub,net/minecraft/client/stream/BroadcastController$SwitchBroadcastState,net/minecraft/client/stream/BroadcastController$SwitchBroadcastState
tb,net/minecraft/entity/item/EntityPainting,net/minecraft/entity/item/EntityPainting
tc,net/minecraft/entity/item/EntityPainting$EnumArt,net/minecraft/entity/item/EntityPainting$EnumArt
bua,net/minecraft/client/stream/BroadcastController,net/minecraft/client/stream/BroadcastController
td,net/minecraft/entity/EntityCreature,net/minecraft/entity/EntityCreature
bud,net/minecraft/client/stream/BroadcastController$BroadcastListener,net/minecraft/client/stream/BroadcastController$BroadcastListener
buc,net/minecraft/client/stream/BroadcastController$BroadcastState,net/minecraft/client/stream/BroadcastController$BroadcastState
te,net/minecraft/entity/DataWatcher,net/minecraft/entity/DataWatcher
tf,net/minecraft/entity/DataWatcher$WatchableObject,net/minecraft/entity/DataWatcher$WatchableObject
buf,net/minecraft/client/stream/ChatController$SwitchChatState,net/minecraft/client/stream/ChatController$SwitchChatState
bue,net/minecraft/client/stream/ChatController,net/minecraft/client/stream/ChatController
tg,net/minecraft/entity/passive/EntityTameable,net/minecraft/entity/passive/EntityTameable
th,net/minecraft/entity/ai/attributes/IAttribute,net/minecraft/entity/ai/attributes/IAttribute
buh,net/minecraft/client/stream/ChatController$ChatListener,net/minecraft/client/stream/ChatController$ChatListener
ti,net/minecraft/entity/ai/attributes/IAttributeInstance,net/minecraft/entity/ai/attributes/IAttributeInstance
bug,net/minecraft/client/stream/ChatController$ChatState,net/minecraft/client/stream/ChatController$ChatState
tj,net/minecraft/entity/ai/attributes/AttributeModifier,net/minecraft/entity/ai/attributes/AttributeModifier
buj,net/minecraft/client/stream/IngestServerTester$SwitchStatType,net/minecraft/client/stream/IngestServerTester$SwitchStatType
bui,net/minecraft/client/stream/IngestServerTester,net/minecraft/client/stream/IngestServerTester
tk,net/minecraft/entity/ai/attributes/BaseAttribute,net/minecraft/entity/ai/attributes/BaseAttribute
tl,net/minecraft/entity/ai/attributes/BaseAttributeMap,net/minecraft/entity/ai/attributes/BaseAttributeMap
bul,net/minecraft/client/stream/IngestServerTester$IngestTestState,net/minecraft/client/stream/IngestServerTester$IngestTestState
buk,net/minecraft/client/stream/IngestServerTester$IngestTestListener,net/minecraft/client/stream/IngestServerTester$IngestTestListener
tn,net/minecraft/entity/ai/attributes/ModifiableAttributeInstance,net/minecraft/entity/ai/attributes/ModifiableAttributeInstance
bun,net/minecraft/client/stream/IStream$AuthFailureReason,net/minecraft/client/stream/IStream$AuthFailureReason
bum,net/minecraft/client/stream/IStream,net/minecraft/client/stream/IStream
to,net/minecraft/entity/ai/attributes/RangedAttribute,net/minecraft/entity/ai/attributes/RangedAttribute
bup,net/minecraft/client/stream/TwitchStream$1,net/minecraft/client/stream/TwitchStream$1
tq,net/minecraft/entity/ai/attributes/ServersideAttributeMap,net/minecraft/entity/ai/attributes/ServersideAttributeMap
buo,net/minecraft/client/stream/TwitchStream,net/minecraft/client/stream/TwitchStream
tr,net/minecraft/entity/EntityBodyHelper,net/minecraft/entity/EntityBodyHelper
bur,net/minecraft/client/stream/NullStream,net/minecraft/client/stream/NullStream
buq,net/minecraft/client/stream/TwitchStream$1$1,net/minecraft/client/stream/TwitchStream$1$1
tt,net/minecraft/entity/ai/EntityJumpHelper,net/minecraft/entity/ai/EntityJumpHelper
but,net/minecraft/realms/RealmsServerStatusPinger$1,net/minecraft/realms/RealmsServerStatusPinger$1
tu,net/minecraft/entity/ai/EntityLookHelper,net/minecraft/entity/ai/EntityLookHelper
bus,net/minecraft/realms/RealmsConnect$1,net/minecraft/realms/RealmsConnect$1
tv,net/minecraft/entity/ai/EntityMoveHelper,net/minecraft/entity/ai/EntityMoveHelper
buu,net/minecraft/client/renderer/OpenGlHelper,net/minecraft/client/renderer/OpenGlHelper
tw,net/minecraft/entity/ai/EntityAIAvoidEntity,net/minecraft/entity/ai/EntityAIAvoidEntity
tx,net/minecraft/entity/ai/EntityAIAvoidEntity$1,net/minecraft/entity/ai/EntityAIAvoidEntity$1
ty,net/minecraft/entity/ai/EntityAIBeg,net/minecraft/entity/ai/EntityAIBeg
tz,net/minecraft/entity/ai/EntityAIBreakDoor,net/minecraft/entity/ai/EntityAIBreakDoor
ua,net/minecraft/entity/ai/EntityAIMate,net/minecraft/entity/ai/EntityAIMate
ub,net/minecraft/entity/ai/EntityAIControlledByPlayer,net/minecraft/entity/ai/EntityAIControlledByPlayer
uc,net/minecraft/entity/ai/EntityAIDoorInteract,net/minecraft/entity/ai/EntityAIDoorInteract
ud,net/minecraft/entity/ai/EntityAIEatGrass,net/minecraft/entity/ai/EntityAIEatGrass
ue,net/minecraft/entity/ai/EntityAIFleeSun,net/minecraft/entity/ai/EntityAIFleeSun
uf,net/minecraft/entity/ai/EntityAISwimming,net/minecraft/entity/ai/EntityAISwimming
ug,net/minecraft/entity/ai/EntityAIFollowOwner,net/minecraft/entity/ai/EntityAIFollowOwner
uh,net/minecraft/entity/ai/EntityAIFollowParent,net/minecraft/entity/ai/EntityAIFollowParent
ui,net/minecraft/entity/ai/EntityAIBase,net/minecraft/entity/ai/EntityAIBase
uj,net/minecraft/entity/ai/EntityAITasks,net/minecraft/entity/ai/EntityAITasks
uk,net/minecraft/entity/ai/EntityAITasks$EntityAITaskEntry,net/minecraft/entity/ai/EntityAITasks$EntityAITaskEntry
ul,net/minecraft/entity/ai/EntityAIWatchClosest2,net/minecraft/entity/ai/EntityAIWatchClosest2
um,net/minecraft/entity/ai/EntityAILeapAtTarget,net/minecraft/entity/ai/EntityAILeapAtTarget
un,net/minecraft/entity/ai/EntityAIWatchClosest,net/minecraft/entity/ai/EntityAIWatchClosest
uo,net/minecraft/entity/ai/EntityAILookAtTradePlayer,net/minecraft/entity/ai/EntityAILookAtTradePlayer
up,net/minecraft/entity/ai/EntityAIVillagerMate,net/minecraft/entity/ai/EntityAIVillagerMate
uq,net/minecraft/entity/ai/EntityAIAttackOnCollide,net/minecraft/entity/ai/EntityAIAttackOnCollide
ur,net/minecraft/entity/ai/EntityAIMoveIndoors,net/minecraft/entity/ai/EntityAIMoveIndoors
us,net/minecraft/entity/ai/EntityAIMoveThroughVillage,net/minecraft/entity/ai/EntityAIMoveThroughVillage
ut,net/minecraft/entity/ai/EntityAIMoveTowardsRestriction,net/minecraft/entity/ai/EntityAIMoveTowardsRestriction
uu,net/minecraft/entity/ai/EntityAIMoveTowardsTarget,net/minecraft/entity/ai/EntityAIMoveTowardsTarget
uv,net/minecraft/entity/ai/EntityAIOcelotAttack,net/minecraft/entity/ai/EntityAIOcelotAttack
uw,net/minecraft/entity/ai/EntityAIOcelotSit,net/minecraft/entity/ai/EntityAIOcelotSit
ux,net/minecraft/entity/ai/EntityAILookAtVillager,net/minecraft/entity/ai/EntityAILookAtVillager
uy,net/minecraft/entity/ai/EntityAIOpenDoor,net/minecraft/entity/ai/EntityAIOpenDoor
uz,net/minecraft/entity/ai/EntityAIPanic,net/minecraft/entity/ai/EntityAIPanic
va,net/minecraft/entity/ai/EntityAIPlay,net/minecraft/entity/ai/EntityAIPlay
vb,net/minecraft/entity/ai/EntityAILookIdle,net/minecraft/entity/ai/EntityAILookIdle
vc,net/minecraft/entity/ai/EntityAIWander,net/minecraft/entity/ai/EntityAIWander
vd,net/minecraft/entity/ai/EntityAIArrowAttack,net/minecraft/entity/ai/EntityAIArrowAttack
ve,net/minecraft/entity/ai/EntityAIRestrictOpenDoor,net/minecraft/entity/ai/EntityAIRestrictOpenDoor
vf,net/minecraft/entity/ai/EntityAIRestrictSun,net/minecraft/entity/ai/EntityAIRestrictSun
vg,net/minecraft/entity/ai/EntityAIRunAroundLikeCrazy,net/minecraft/entity/ai/EntityAIRunAroundLikeCrazy
vh,net/minecraft/entity/ai/EntityAISit,net/minecraft/entity/ai/EntityAISit
vi,net/minecraft/entity/ai/EntityAICreeperSwell,net/minecraft/entity/ai/EntityAICreeperSwell
vj,net/minecraft/entity/ai/EntityAIFollowGolem,net/minecraft/entity/ai/EntityAIFollowGolem
vk,net/minecraft/entity/ai/EntityAITempt,net/minecraft/entity/ai/EntityAITempt
vl,net/minecraft/entity/ai/EntityAITradePlayer,net/minecraft/entity/ai/EntityAITradePlayer
vm,net/minecraft/entity/ai/EntityAIDefendVillage,net/minecraft/entity/ai/EntityAIDefendVillage
vn,net/minecraft/entity/ai/EntityAIHurtByTarget,net/minecraft/entity/ai/EntityAIHurtByTarget
vo,net/minecraft/entity/ai/EntityAINearestAttackableTarget,net/minecraft/entity/ai/EntityAINearestAttackableTarget
vp,net/minecraft/entity/ai/EntityAINearestAttackableTarget$1,net/minecraft/entity/ai/EntityAINearestAttackableTarget$1
vq,net/minecraft/entity/ai/EntityAINearestAttackableTarget$Sorter,net/minecraft/entity/ai/EntityAINearestAttackableTarget$Sorter
vr,net/minecraft/entity/ai/EntityAITargetNonTamed,net/minecraft/entity/ai/EntityAITargetNonTamed
vs,net/minecraft/entity/ai/EntityAIOwnerHurtByTarget,net/minecraft/entity/ai/EntityAIOwnerHurtByTarget
vt,net/minecraft/entity/ai/EntityAIOwnerHurtTarget,net/minecraft/entity/ai/EntityAIOwnerHurtTarget
vu,net/minecraft/entity/ai/EntityAITarget,net/minecraft/entity/ai/EntityAITarget
vv,net/minecraft/pathfinding/PathNavigate,net/minecraft/pathfinding/PathNavigate
vw,net/minecraft/entity/ai/EntitySenses,net/minecraft/entity/ai/EntitySenses
vx,net/minecraft/entity/ai/RandomPositionGenerator,net/minecraft/entity/ai/RandomPositionGenerator
vy,net/minecraft/village/VillageDoorInfo,net/minecraft/village/VillageDoorInfo
vz,net/minecraft/village/Village,net/minecraft/village/Village
wa,net/minecraft/village/Village$VillageAgressor,net/minecraft/village/Village$VillageAgressor
wb,net/minecraft/village/VillageSiege,net/minecraft/village/VillageSiege
wc,net/minecraft/village/VillageCollection,net/minecraft/village/VillageCollection
wd,net/minecraft/entity/passive/EntityAmbientCreature,net/minecraft/entity/passive/EntityAmbientCreature
we,net/minecraft/entity/passive/EntityBat,net/minecraft/entity/passive/EntityBat
wf,net/minecraft/entity/passive/EntityAnimal,net/minecraft/entity/passive/EntityAnimal
wg,net/minecraft/entity/passive/EntityChicken,net/minecraft/entity/passive/EntityChicken
wh,net/minecraft/entity/passive/EntityCow,net/minecraft/entity/passive/EntityCow
wi,net/minecraft/entity/passive/EntityHorse,net/minecraft/entity/passive/EntityHorse
wj,net/minecraft/entity/passive/EntityHorse$1,net/minecraft/entity/passive/EntityHorse$1
wk,net/minecraft/entity/passive/EntityHorse$GroupData,net/minecraft/entity/passive/EntityHorse$GroupData
wl,net/minecraft/entity/monster/EntityGolem,net/minecraft/entity/monster/EntityGolem
wm,net/minecraft/entity/passive/EntityMooshroom,net/minecraft/entity/passive/EntityMooshroom
wn,net/minecraft/entity/passive/EntityOcelot,net/minecraft/entity/passive/EntityOcelot
wo,net/minecraft/entity/passive/EntityPig,net/minecraft/entity/passive/EntityPig
wp,net/minecraft/entity/passive/EntitySheep,net/minecraft/entity/passive/EntitySheep
wq,net/minecraft/entity/passive/EntitySheep$1,net/minecraft/entity/passive/EntitySheep$1
wr,net/minecraft/entity/monster/EntitySnowman,net/minecraft/entity/monster/EntitySnowman
ws,net/minecraft/entity/passive/EntitySquid,net/minecraft/entity/passive/EntitySquid
wt,net/minecraft/entity/monster/EntityIronGolem,net/minecraft/entity/monster/EntityIronGolem
wu,net/minecraft/entity/passive/EntityWaterMob,net/minecraft/entity/passive/EntityWaterMob
wv,net/minecraft/entity/passive/EntityWolf,net/minecraft/entity/passive/EntityWolf
ww,net/minecraft/entity/boss/IBossDisplayData,net/minecraft/entity/boss/IBossDisplayData
wx,net/minecraft/entity/IEntityMultiPart,net/minecraft/entity/IEntityMultiPart
wy,net/minecraft/entity/boss/EntityDragonPart,net/minecraft/entity/boss/EntityDragonPart
wz,net/minecraft/entity/item/EntityEnderCrystal,net/minecraft/entity/item/EntityEnderCrystal
xa,net/minecraft/entity/boss/EntityDragon,net/minecraft/entity/boss/EntityDragon
xc,net/minecraft/entity/boss/EntityWither,net/minecraft/entity/boss/EntityWither
xd,net/minecraft/entity/boss/EntityWither$1,net/minecraft/entity/boss/EntityWither$1
xe,net/minecraft/entity/projectile/EntityFishHook,net/minecraft/entity/projectile/EntityFishHook
xf,net/minecraft/util/WeightedRandomFishable,net/minecraft/util/WeightedRandomFishable
xg,net/minecraft/entity/effect/EntityWeatherEffect,net/minecraft/entity/effect/EntityWeatherEffect
xh,net/minecraft/entity/effect/EntityLightningBolt,net/minecraft/entity/effect/EntityLightningBolt
xi,net/minecraft/entity/item/EntityBoat,net/minecraft/entity/item/EntityBoat
xj,net/minecraft/entity/item/EntityFallingBlock,net/minecraft/entity/item/EntityFallingBlock
xk,net/minecraft/entity/item/EntityItem,net/minecraft/entity/item/EntityItem
xl,net/minecraft/entity/item/EntityMinecart,net/minecraft/entity/item/EntityMinecart
xm,net/minecraft/entity/item/EntityMinecartChest,net/minecraft/entity/item/EntityMinecartChest
xn,net/minecraft/entity/EntityMinecartCommandBlock,net/minecraft/entity/EntityMinecartCommandBlock
xo,net/minecraft/entity/EntityMinecartCommandBlock$1,net/minecraft/entity/EntityMinecartCommandBlock$1
xp,net/minecraft/entity/item/EntityMinecartContainer,net/minecraft/entity/item/EntityMinecartContainer
xq,net/minecraft/entity/item/EntityMinecartFurnace,net/minecraft/entity/item/EntityMinecartFurnace
xr,net/minecraft/entity/item/EntityMinecartHopper,net/minecraft/entity/item/EntityMinecartHopper
xs,net/minecraft/entity/item/EntityMinecartEmpty,net/minecraft/entity/item/EntityMinecartEmpty
xt,net/minecraft/entity/ai/EntityMinecartMobSpawner,net/minecraft/entity/ai/EntityMinecartMobSpawner
xu,net/minecraft/entity/ai/EntityMinecartMobSpawner$1,net/minecraft/entity/ai/EntityMinecartMobSpawner$1
xv,net/minecraft/entity/item/EntityMinecartTNT,net/minecraft/entity/item/EntityMinecartTNT
xw,net/minecraft/entity/item/EntityTNTPrimed,net/minecraft/entity/item/EntityTNTPrimed
